#ID,Chapter Name,Chapter No,Board,Class,Subject,Series,Image,Position,Status,Action
4113,Chapter 5 MS PowerPoint 2010,5,CBSE,Class 6,Computer Science,Exploring Computer Science,,5,Active,
4114,Chapter 5 MS PowerPoint 2010,5,CBSE,Class 6,Computer Science,Desktop My Book of Computer Science,,5,Active,
4115,Chapter 5 MS Paint,5,CBSE,Class 4,Computer Science,Desktop My Book of Computer Science,,5,Active,
4116,Chapter 5 MS Paint,5,CBSE,Class 4,Computer Science,Exploring Computer Science,,5,Active,
4117,Chapter 5 MS Paint : Draw and Color,5,CBSE,Class 3,Computer Science,Exploring Computer Science,,5,Active,
4118,Chapter 5 Multiples and Factors,5,CBSE,Class 4,Mathematics,Mathematics Success (2023-24),,5,Active,
4119,Chapter 5 Natural And Man Made Disaster,5,ICSE,Class 8,Geography,A Textbook of Geography (2023-24),,5,Active,
4120,Chapter 5 Natural Resources,5,CBSE,Class 9,Science,Gateway to Science Biology,,5,Active,
4121,Chapter 5 Nervous System,5,ICSE,Class 8,Science,Learning Elementary Biology (2023-24),,5,Active,
4122,Chapter 5 Networks And Multimedia,5,CBSE,Class 5,Computer Science,Online with Computer,,5,Active,
4123,Chapter 5 Nouns: Common and Proper,5,CBSE,Class 3,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,5,Active,
4124,Chapter 5 Nouns: Singular and Plural,5,CBSE,Class 5,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,5,Active,
4125,Chapter 5 Numbers up to 1000,5,CBSE,Class 2,Mathematics,Mathematics Success (2023-24),,5,Active,
4126,Chapter 5 One and Many,5,CBSE,Class 2,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,5,Active,
4127,Chapter 5 Our Environment,5,CBSE,Class 10,Science,Gateway to Science Biology,,5,Active,
4128,Chapter 5 Our Food,5,CBSE,Class 3,Social Studies,Social Studies  for Juniors,,5,Active,
4129,Chapter 5 Parts Of A Computer,5,CBSE,Class 2,Computer Science,Online with Computer,,5,Active,
4130,Chapter 5 Periodic Classification of Elements,5,CBSE,Class 10,Science,NCERT Science,,5,Active,
4131,Chapter 5 Physical and Chemical Changes,5,CBSE,Class 7,Science,Science Success (2023-24),,5,Active,
4132,Chapter 5 Plant Reproduction,5,ICSE,Class 5,Science,Essential Science (2023-24),,5,Active,
4133,Chapter 5 Plant Reproduction,5,ICSE,Class 5,Science,Essential Science,,5,Active,
4134,Chapter 5 Plants,5,CBSE,Class 4,Social Studies,Illustrative Environmental Studies,,5,Active,
4135,Chapter 5 Plants : Our Green Friends,5,CBSE,Class 3,Social Studies,Illustrative Environmental Studies,,5,Active,
4136,Chapter 5 Plants : Our Green Friends,5,CBSE,Class 3,Environmental Studies,Illustrative Environmental Studies,,5,Active,
4137,Chapter 5 Plants in the Surroundings,5,ICSE,Class 3,Science,Essential Science,,5,Active,
4138,Chapter 5 Plants in the Surroundings,5,ICSE,Class 3,Science,Essential Science (2023-24),,5,Active,
4139,Chapter 5 Playing with Numbers,5,CBSE,Class 8,Mathematics,Progress in Mathematics,,5,Active,
4140,Chapter 5 Playing with Numbers,5,CBSE,Class 8,Mathematics,Mathematics Success,,5,Active,
4141,Chapter 5 Primitives of MSWLogo,5,CBSE,Class 4,Computer Science,Enter  A Complete Course in Computer Science,,5,Active,
4142,Chapter 5 Public Institutions,5,CBSE,Class 5,Social Studies,Illustrative Social Studies,,5,Active,
4143,Chapter 5 Ranking,5,CBSE,Class 3,General Aptitude,Know Your Aptitude,,5,Active,
4144,Chapter 5 Ranking,5,CBSE,Class 4,General Aptitude,Know Your Aptitude,,5,Active,
4145,Chapter 5 Ranking,5,CBSE,Class 5,General Aptitude,Know Your Aptitude,,5,Active,
4146,Chapter 5 Refraction Of Light,5,ICSE,Class 10,Physics,A New Approach to I.C.S.E. Physics (2023-24),,5,Active,
4147,Chapter 5 Respiratory System,5,ICSE,Class 6,Science,Learning Elementary Biology (2023-24),,5,Active,
4148,Chapter 5 Robinson Crusoe,5,CBSE,Class 3,English,Stepping Stones,,5,Active,
4149,Chapter 5 Safety Rules,5,CBSE,Class 1,Social Studies,Social Studies  for Juniors,,5,Active,
4150,Chapter 5 Separation Of Substances,5,CBSE,Class 6,Science,NCERT Science,,5,Active,
4151,Chapter 5 Sequence,5,CBSE,Class 7,General Aptitude,Know Your Aptitude,,5,Active,
4152,Chapter 5 Sequence,5,CBSE,Class 8,General Aptitude,Know Your Aptitude,,5,Active,
4153,Chapter 5 Shravan Kumar,5,CBSE,Class 5,English,Stepping Stones,,5,Active,
4154,Chapter 5 Soil,5,CBSE,Class 5,Environmental Studies,Illustrative Environmental Studies,,5,Active,
4155,Chapter 5 Subject and Predicate,5,CBSE,Class 4,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,5,Active,
4156,Chapter 5 Thank You Wright Brothers,5,CBSE,Class 6,English,Stepping Stones,,5,Active,
4157,Chapter 5 Thanks to My Family,5,CBSE,Class 5,Moral Science,The Mirror of Values,,5,Active,
4158,Chapter 5 The Adjective Kinds Of Adjectives,5,CBSE,Class 3,English,Elementary English Grammar and Composition,,5,Active,
4159,Chapter 5 The First Post Box,5,CBSE,Class 4,English,Get Smart A Multi-skill English Course,,5,Active,
4160,Chapter 5 The Fundamental Unit Of Life,5,CBSE,Class 9,Science,NCERT Science,,5,Active,
4161,Chapter 5 The Great Indian Desert,5,CBSE,Class 4,Social Studies,Illustrative Social Studies,,5,Active,
4162,Chapter 5 The King of the Golden River,5,CBSE,Class 5,English,Get Smart A Multi-skill English Course,,5,Active,
4163,Chapter 5 The Present Tense,5,CBSE,Class 8,English,Elementary English Grammar and Composition,,1,Active,
4164,Chapter 5 The Southern Plateaus,5,CBSE,Class 4,Social Studies,Essential Social Studies for (2023-24),,5,Active,
4165,Chapter 5 The Southern Plateaus,5,CBSE,Class 4,Social Studies,Social Studies Success (2023-24),,5,Active,
4166,Chapter 5 The Southern Plateaus.,5,CBSE,Class 4,Social Studies,Social Studies  for Juniors,,5,Active,
4167,Chapter 5 The Verb  Kinds Of Verbs,5,CBSE,Class 5,English,Elementary English Grammar and Composition,,5,Active,
4168,Chapter 5 Time is Precious,5,CBSE,Class 2,Moral Science,The Mirror of Values,,5,Active,
4169,Chapter 5 Transpiration,5,ICSE,Class 10,Biology,A New Approach to I.C.S.E. Biology (2023-24),,5,Active,
4170,Chapter 5 Tweets of JOY,5,CBSE,Class 7,English,Stepping Stones,,5,Active,
4171,Chapter 5 Understanding Elementary Shapes,5,CBSE,Class 6,Mathematics,NCERT Mathematics,,5,Active,
4172,Chapter 5 Uses of Computers,5,CBSE,Class 1,Computer Science,Desktop My Book of Computer Science,,5,Active,
4173,Chapter 5 Uses of Computers,5,CBSE,Class 2,Computer Science,Desktop My Book of Computer Science,,5,Active,
4174,Chapter 5 Using a Mouse,5,CBSE,Class 1,Computer Science,Enter  A Complete Course in Computer Science,,5,Active,
4175,"Chapter 5 Views, Styles And Mail Merge",5,CBSE,Class 7,Computer Science,Online with Computer,,5,Active,
4176,Chapter 5 Windows 7 Accessories,5,CBSE,Class 5,Computer Science,Desktop My Book of Computer Science,,5,Active,
4177,Chapter 5 Windows 7 Accessories,5,CBSE,Class 5,Computer Science,Exploring Computer Science,,5,Active,
4178,Chapter 5 Windows And Paint,5,CBSE,Class 3,Computer Science,Online with Computer,,5,Active,
4179,Chapter 5 Windows Xp,5,CBSE,Class 4,Computer Science,Online with Computer,,5,Active,
4180,Chapter 5 Word And Web,5,CBSE,Class 8,Computer Science,Online with Computer,,5,Active,
4181,Chapter 5 Working with Layers in Flash,5,CBSE,Class 8,Computer Science,Enter  A Complete Course in Computer Science,,5,Active,
4182,Chapter 5 उ ( ु 0और ऊ ( ू),5,CBSE,Class 1,Hindi,Nikunj Hindi Pathmala,,1,Active,
4183,Chapter 5 उ ( ु 0और ऊ ( ू),5,CBSE,Class 1,Hindi,Nikunj Hindi Pathmala (2023-24),,5,Active,
4184,Chapter 5 उलटा अर्थ देने वाले शब्द,5,CBSE,Class 1,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,5,Active,
4185,Chapter 5 कसौटी,5,CBSE,Class 8,Hindi,Nikunj Hindi Pathmala,,1,Active,
4186,Chapter 5 चाँद का वुफरता,5,CBSE,Class 3,Hindi,Nikunj Hindi Pathmala,,1,Active,
4187,Chapter 5 चाँद का वुफरता,5,CBSE,Class 3,Hindi,Nootan Saral Hindi Mala,,1,Active,
4188,Chapter 5 चूहे के पेट में चूहे कूदे,5,CBSE,Class 3,Hindi,Nikunj Hindi Pathmala (2023-24),,5,Active,
4189,Chapter 5 जंगल में होली,5,CBSE,Class 2,Hindi,Nikunj Hindi Pathmala (2023-24),,5,Active,
4190,Chapter 5 ड' और 'ढ़' का सही प्रयोग,5,CBSE,Class 2,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,5,Active,
4191,Chapter 5 पेड़ लगाओ,5,CBSE,Class 2,Hindi,Nikunj Hindi Pathmala,,1,Active,
4192,Chapter 5 प्यारा मिजोरम,5,CBSE,Class 5,Hindi,Nikunj Hindi Pathmala (2023-24),,5,Active,
4193,Chapter 5 बंध्न का सुख,5,CBSE,Class 4,Hindi,Nootan Saral Hindi Mala,,1,Active,
4194,Chapter 5 बंध्न का सुख,5,CBSE,Class 4,Hindi,Nikunj Hindi Pathmala,,1,Active,
4195,Chapter 5 बातचीत के नये साथी,5,CBSE,Class 7,Hindi,Nikunj Hindi Pathmala,,1,Active,
4196,Chapter 5 बादल,5,CBSE,Class 4,Hindi,Nikunj Hindi Pathmala,,1,Active,
4197,Chapter 5 मै बनी हनुमान,5,CBSE,Class 6,Hindi,Nikunj Hindi Pathmala,,1,Active,
4198,Chapter 5 मोर,5,CBSE,Class 2,Hindi,Nootan Saral Hindi Mala,,1,Active,
4199,Chapter 5 राजीव की बहादुरी,5,CBSE,Class 5,Hindi,Nikunj Hindi Pathmala,,1,Active,
4200,Chapter 5 लिंग,5,CBSE,Class 4,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,5,Active,
4201,Chapter 5 शब्द निर्माण : समास,5,CBSE,Class 7,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,5,Active,
4202,Chapter 5 शब्द रचना : समास,5,CBSE,Class 6,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,5,Active,
4203,Chapter 5 सर्वनाम,5,CBSE,Class 5,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,5,Active,
4204,Chapter 5 सोनाली का पत्र,5,CBSE,Class 3,Hindi,Nikunj Hindi Pathmala,,1,Active,
4205,Chapter 5 स्वच्छ पहल,5,CBSE,Class 4,Hindi,Nikunj Hindi Pathmala (2023-24),,5,Active,
4206,Chapter 5 અંકોનો અભ્યાસ,5,CBSE,Class 1,Gujarati,Meghdhanush,,5,Active,
4207,Chapter 5 એક કિરણ (કાવ્ય,5,CBSE,Class 6,Gujarati,Meghdhanush,,5,Active,
4208,"Chapter 5 ઓળખો, હુંકોણછું?",5,CBSE,Class 4,Gujarati,Meghdhanush,,5,Active,
4209,Chapter 5 જલારામ બાપા,5,CBSE,Class 8,Gujarati,Meghdhanush,,5,Active,
4210,Chapter 5 જેવા સાથે તેવા,5,CBSE,Class 3,Gujarati,Meghdhanush,,5,Active,
4211,Chapter 5 મહાત્મા ગાંધીનો પત્ર,5,CBSE,Class 7,Gujarati,Meghdhanush,,5,Active,
4212,Chapter 5 વૃક્ષારોપણ,5,CBSE,Class 5,Gujarati,Meghdhanush,,5,Active,
4213,Chapter 5 સામાન્ય જ્ઞાન,5,CBSE,Class 2,Gujarati,Meghdhanush,,5,Active,
4214,Chapter 5_HTML,5,CBSE,Class 8,Computer Science,Desktop My Book of Computer Science,,5,Active,
4215,Chapter 5_MS Paint : Draw and Color,5,CBSE,Class 3,Computer Science,Desktop My Book of Computer Science,,5,Active,
4216,Chapter 5_Uses of Computers,5,CBSE,Class 1,Computer Science,Exploring Computer Science,,5,Active,
4217,Chapter 5_Uses of Computers,5,CBSE,Class 2,Computer Science,Exploring Computer Science,,5,Active,
4218,Chapter 5 Addition and Subtraction up to 20,5,CBSE,Class 1,Mathematics,Illustrative Mathematics,,5,Active,
4219,Chapter 5 Decimals,5,CBSE,Class 5,Mathematics,Illustrative Mathematics,,5,Active,
4220,Chapter 5 Division,5,CBSE,Class 3,Mathematics,Illustrative Mathematics,,5,Active,
4221,Chapter 5 Food,5,CBSE,Class 1,Social Studies,Illustrative Social Studies,,5,Active,
4222,Chapter 5 Food : Our Basic Need,5,CBSE,Class 4,Science,Illustrative Science,,5,Active,
4223,Chapter 5 Houses Around Us,5,CBSE,Class 2,Environmental Studies,Illustrative Environmental Studies,,5,Active,
4224,Chapter 5 Human Body,5,CBSE,Class 2,Science,Illustrative Science,,5,Active,
4225,Chapter 5 Human Body: A Living Wonder,5,CBSE,Class 3,Science,Illustrative Science,,5,Active,
4226,Chapter 5 Multiples and Factors,5,CBSE,Class 4,Mathematics,Illustrative Mathematics,,5,Active,
4227,Chapter 5 My Sweet Home,5,CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,,5,Active,
4228,Chapter 5 Numbers up to 1000,5,CBSE,Class 2,Mathematics,Illustrative Mathematics,,5,Active,
4229,Chapter 5 Organisms and Their Interdependence,5,CBSE,Class 5,Science,Illustrative Science,,5,Active,
4230,Chapter 5 Plants,5,CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,,5,Active,
4231,Chapter 5: More about Subtraction,5,ICSE,Class 1,Mathematics,Foundation Mathematics (2023-24),,5,Active,
4232,Chapter 5.  Decimals,5,ICSE,Class 5,Mathematics,Foundation Mathematics,,5,Active,
4233,Chapter 5.  Subtraction,5,ICSE,Class 4,Mathematics,Foundation Mathematics,,5,Active,
4234,Chapter 5.  Verbs (Doing Words or Action Words),5,CBSE,Class 2,English,Elementary English Grammar and Composition,,5,Active,
4235,Chapter 5. Advanced Features of MS Word 2016,5,CBSE,Class 4,Computer Science,Computer Science Success,,5,Active,
4236,Chapter 5. Decimals,5,ICSE,Class 5,Mathematics,Foundation Mathematics (2023-24),,5,Active,
4237,Chapter 5. Division,5,CBSE,Class 3,Mathematics,Mathematics Success,,5,Active,
4238,Chapter 5. Editing a Worksheet,5,CBSE,Class 5,Computer Science,Computer Science Success,,5,Active,
4239,Chapter 5. Mail Merge in Word 2016,5,CBSE,Class 6,Computer Science,Computer Science Success,,5,Active,
4240,Chapter 5. Playing with Numbers,5,CBSE,Class 8,Mathematics,Exploring Mathematics,,5,Active,
4241,Chapter 5. Subtraction,5,ICSE,Class 4,Mathematics,Foundation Mathematics (2023-24),,5,Active,
4242,Chapter 5. उ और ऊ की मात्राएँ,5,CBSE,Class 1,Hindi,Bal Bhasha Bharti,,5,Active,
4243,"Chapter 5. Acids, Bases and Salts",5,CBSE,Class 7,Science,Science Success,,5,Active,
4244,Chapter 5. Addition and Subtraction of 3 Digit Numbers,5,CBSE,Class 2,Mathematics,Exploring Mathematics,,5,Active,
4245,Chapter 5. Addition and Subtraction of Numbers up to 20,5,CBSE,Class 1,Mathematics,Exploring Mathematics,,5,Active,
4246,Chapter 5. Addition and Subtraction up to 20,5,CBSE,Class 1,Mathematics,Mathematics Success,,5,Active,
4247,"Chapter 5. Aids, Bases and Salts",5,CBSE,Class 7,Science,Learning Elementary Science,,5,Active,
4248,Chapter 5. Algorithms and Flowcharts,5,ICSE,Class 8,Computer Science,My Book of Computer Studies,,5,Active,
4249,Chapter 5. Algorithms and Flowcharts,5,CBSE,Class 6,Computer Science,Fun with Linux,,5,Active,
4250,Chapter 5. Animal World,5,CBSE,Class 1,Science,Science Success,,5,Active,
4251,Chapter 5. Arithmetic Progressions,5,CBSE,Class 10,Mathematics,NCQRT Mathematics,,5,Active,
4252,Chapter 5. Arithmetic Progressions,5,CBSE,Class 10,Mathematics,NCERT Mathematics,,5,Active,
4253,Chapter 5. Birds,5,CBSE,Class 3,Science,Learning Elementary Science,,5,Active,
4254,Chapter 5. Body Movements,5,CBSE,Class 6,Science,Learning Elementary Science (For Acad. Year 2023-24),,5,Active,
4255,Chapter 5. Bones and Muscles,5,CBSE,Class 2,Science,Learning Elementary Science,,5,Active,
4256,Chapter 5. Clothes : A Basic Need,5,CBSE,Class 3,Environmental Studies,Blue Planet,,5,Active,
4257,Chapter 5. Clothes We Wear,5,CBSE,Class 4,Environmental Studies,Blue Planet (2023-24),,5,Active,
4258,Chapter 5. Clothes We Wear,5,CBSE,Class 4,Environmental Studies,Blue Planet,,5,Active,
4259,Chapter 5. Clothes: A Basic Need,5,CBSE,Class 3,Environmental Studies,Blue Planet (2023-24),,5,Active,
4260,Chapter 5. Coal and Petroleum,5,CBSE,Class 8,Science,Learning Elementary Science,,5,Active,
4261,Chapter 5. Computer Care,5,CBSE,Class 3,Computer Science,Computer Science Success,,5,Active,
4262,"Chapter 5. Computer Crime, Ethics and Security",5,ICSE,Class 7,Computer Science,My Book of Computer Studies,,5,Active,
4263,Chapter 5. Conservation of Plants and Animals,5,CBSE,Class 8,Science,Learning Elementary Science (For Acad. Year 2023-24),,5,Active,
4264,Chapter 5. Control Statements and Loops in QBASIC,5,CBSE,Class 8,Computer Science,Computer Science Success,,5,Active,
4265,Chapter 5. Decimal Fractions,5,ICSE,Class 6,Mathematics,Foundation Mathematics,,5,Active,
4266,Chapter 5. Decimal Fractions,5,ICSE,Class 6,Mathematics,Foundation Mathematics,,5,Active,
4267,Chapter 5. Decimal Fractions,5,ICSE,Class 6,Mathematics,Foundation Mathematics (2023-24),,5,Active,
4268,Chapter 5. Decimals,5,CBSE,Class 5,Mathematics,Mathematics Success,,5,Active,
4269,Chapter 5. Different Ways of Living : What Books and Burial Tell Us (The Vedic Period and Chalcolithic Settlements) ..,5,CBSE,Class 6,Social Science,A Text Book of Social Sciences,,5,Active,
4270,Chapter 5. Division,5,CBSE,Class 3,Mathematics,Exploring Mathematics,,5,Active,
4271,Chapter 5. Division,5,CBSE,Class 3,Mathematics,Star Maths,,5,Active,
4272,Chapter 5. Division,5,CBSE,Class 4,Mathematics,Star Maths,,5,Active,
4273,Chapter 5. Division,5,CBSE,Class 5,Mathematics,Star Maths,,5,Active,
4274,Chapter 5. Division,5,CBSE,Class 2,Mathematics,Star Maths,,5,Active,
4275,Chapter 5. Eat Right Feel Right,5,CBSE,Class 5,Environmental Studies,Blue Planet,,5,Active,
4276,Chapter 5. Eco Friendly,5,CBSE,Class 1,General Knowledge,General Knowledge Times (2023-24),,5,Active,
4277,Chapter 5. Endangered Animals,5,CBSE,Class 2,General Knowledge,General Knowledge Times (2023-24),,5,Active,
4278,Chapter 5. Ethics in Data Science,5,CBSE,Class 9,Data Science,A text Book of Data Science,,5,Active,
4279,Chapter 5. Ethics in Data Science,5,CBSE,Class 10,Data Science,A text Book of Data Science,,5,Active,
4280,Chapter 5. Excretory System,5,ICSE,Class 7,Biology,Learning Elementary Biology,,5,Active,
4281,Chapter 5. Exponents,5,ICSE,Class 7,Mathematics,Foundation Mathematics (2023-24),,5,Active,
4282,Chapter 5. Exponents and Powers,5,CBSE,Class 7,Mathematics,Exploring Mathematics,,5,Active,
4283,Chapter 5. Factors and Multiples,5,CBSE,Class 4,Mathematics,Exploring Mathematics,,5,Active,
4284,Chapter 5. Food : Our Basic Need,5,CBSE,Class 4,Science,Science Success (2023-24),,5,Active,
4285,Chapter 5. Food and Digestion,5,CBSE,Class 4,Science,Learning Elementary Science,,5,Active,
4286,Chapter 5. Food And Feeding Habits Of Animals,5,CBSE,Class 3,Science,Science Success (2023-24),,5,Active,
4287,Chapter 5. Food And Health,5,CBSE,Class 5,Science,Science Success (2023-24),,5,Active,
4288,Chapter 5. Food and Shelter for Animals,5,CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),,5,Active,
4289,Chapter 5. Food for Health,5,CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),,5,Active,
4290,Chapter 5. Force and Pressure,5,CBSE,Class 8,Science,Science Success,,5,Active,
4291,Chapter 5. Fractions,5,CBSE,Class 5,Mathematics,Exploring Mathematics,,5,Active,
4292,Chapter 5. Fractions,5,CBSE,Class 6,Mathematics,Exploring Mathematics,,5,Active,
4293,Chapter 5. Greenland : The Land of Snow,5,CBSE,Class 5,Social Studies,Social Studies Success (2023-24),,5,Active,
4294,Chapter 5. Home Sweet Home,5,CBSE,Class 1,Environmental Studies,Blue Planet,,5,Active,
4295,Chapter 5. Houses and Houses,5,CBSE,Class 2,Environmental Studies,Blue Planet,,5,Active,
4296,Chapter 5. Introduction To Euclid’s Geometry,5,CBSE,Class 9,Mathematics,NCERT Mathematics,,5,Active,
